
Symbol table '.symtab' contains 147 entries:
   Num:    Value          Size Type    Bind   Vis      Ndx Name
     0: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT  UND 
     1: 0000000000000000     0 FILE    LOCAL  DEFAULT  ABS dramc_pi_basic_api.c
     2: 0000000000000000     0 SECTION LOCAL  DEFAULT    1 .text
     3: 0000000000000000     0 SECTION LOCAL  DEFAULT    2 .data
     4: 0000000000000000     0 SECTION LOCAL  DEFAULT    3 .bss
     5: 0000000000000000     0 SECTION LOCAL  DEFAULT    4 .text.Global_Option_Init
     6: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    4 $x
     7: 0000000000000000     0 SECTION LOCAL  DEFAULT    6 .rodata.MPLLInit.str1.1
     8: 0000000000000000     0 SECTION LOCAL  DEFAULT    7 .text.MPLLInit
     9: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    7 $x
    10: 0000000000000000     0 SECTION LOCAL  DEFAULT    9 .text.vReplaceDVInit
    11: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    9 $x
    12: 0000000000000000     0 SECTION LOCAL  DEFAULT   11 .text.DramcInit_DutyCalibration
    13: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   11 $x
    14: 0000000000000000     0 SECTION LOCAL  DEFAULT   13 .text.DV_InitialSettings
    15: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   13 $x
    16: 0000000000000000     0 SECTION LOCAL  DEFAULT   15 .text.SA_InitialSettings2
    17: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   15 $x
    18: 0000000000000000     0 SECTION LOCAL  DEFAULT   17 .text.DramcInit
    19: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   17 $x
    20: 0000000000000000     0 SECTION LOCAL  DEFAULT   18 .text.SetCKE2RankIndependent
    21: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   18 $x
    22: 0000000000000000     0 SECTION LOCAL  DEFAULT   20 .text.DramcHWGatingOnOff
    23: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   20 $x
    24: 0000000000000000     0 SECTION LOCAL  DEFAULT   22 .text.Enable_ClkTxRxLatchEn
    25: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   22 $x
    26: 0000000000000000     0 SECTION LOCAL  DEFAULT   24 .text.EnableRxDcmDPhy
    27: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   24 $x
    28: 0000000000000000     0 SECTION LOCAL  DEFAULT   26 .text.EnableDramcPhyDCMNonShuffle
    29: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   26 $x
    30: 0000000000000000     0 SECTION LOCAL  DEFAULT   28 .text.EnableCommonDCMShuffle
    31: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   28 $x
    32: 0000000000000000     0 SECTION LOCAL  DEFAULT   30 .text.EnableDramcPhyDCMShuffle
    33: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   30 $x
    34: 0000000000000000     0 SECTION LOCAL  DEFAULT   32 .text.EnableDramcPhyDCM
    35: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   32 $x
    36: 0000000000000000     0 SECTION LOCAL  DEFAULT   34 .text.DramcShuTrackingDcmEnBySRAM
    37: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   34 $x
    38: 0000000000000000     0 SECTION LOCAL  DEFAULT   36 .text.DramcEnablePerBankRefresh
    39: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   36 $x
    40: 0000000000000000     0 SECTION LOCAL  DEFAULT   37 .text.DramcRefreshRateDeBounceEnable
    41: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   37 $x
    42: 0000000000000000     0 SECTION LOCAL  DEFAULT   39 .text.DramcModifiedRefreshMode
    43: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   39 $x
    44: 0000000000000000     0 SECTION LOCAL  DEFAULT   41 .text.DramcCKEDebounce
    45: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   41 $x
    46: 0000000000000000     0 SECTION LOCAL  DEFAULT   43 .text.S0_DCMOffWA
    47: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   43 $x
    48: 0000000000000000     0 SECTION LOCAL  DEFAULT   45 .text.DramcHWGatingDebugOnOff
    49: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   45 $x
    50: 0000000000000000     0 SECTION LOCAL  DEFAULT   47 .text.DramcRunTimeConfig
    51: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   47 $x
    52: 0000000000000000     0 SECTION LOCAL  DEFAULT   49 .text.RODTSettings
    53: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   49 $x
    54: 0000000000000000     0 SECTION LOCAL  DEFAULT   51 .text.DQSSTBSettings
    55: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   51 $x
    56: 0000000000000000     0 SECTION LOCAL  DEFAULT   53 .text.SetMck8xLowPwrOption
    57: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   53 $x
    58: 0000000000000000     0 SECTION LOCAL  DEFAULT   55 .text.PC3_UpdateInitialSettings
    59: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   55 $x
    60: 0000000000000000     0 SECTION LOCAL  DEFAULT   57 .text.PC4_UpdateInitialSettings
    61: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   57 $x
    62: 0000000000000000     0 SECTION LOCAL  DEFAULT   59 .rodata.APHY_RG_Check.str1.1
    63: 0000000000000000     0 SECTION LOCAL  DEFAULT   60 .text.APHY_RG_Check
    64: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   60 $x
    65: 0000000000000000     0 SECTION LOCAL  DEFAULT   62 .rodata.APHY_RG_Setting_Before_K.str1.1
    66: 0000000000000000     0 SECTION LOCAL  DEFAULT   63 .text.APHY_RG_Setting_Before_K
    67: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   63 $x
    68: 0000000000000000     0 SECTION LOCAL  DEFAULT   65 .text.SA_InitialSettings1
    69: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   65 $x
    70: 0000000000000000     0 SECTION LOCAL  DEFAULT   67 .text.DFSInitForCalibration
    71: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   67 $x
    72: 0000000000000000     0 SECTION LOCAL  DEFAULT   69 .bss.u1PrintModeRegWrite
    73: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT   69 $d
    74: 0000000000000000     0 SECTION LOCAL  DEFAULT   71 .note.GNU-stack
    75: 0000000000000014     0 NOTYPE  LOCAL  DEFAULT   72 $d
    76: 0000000000000000     0 SECTION LOCAL  DEFAULT   72 .eh_frame
    77: 0000000000000000     0 SECTION LOCAL  DEFAULT   70 .comment
    78: 0000000000000000    36 FUNC    GLOBAL DEFAULT    4 Global_Option_Init
    79: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vSetRankNumber
    80: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vInitGlobalVariablesByCondition
    81: 0000000000000000   772 FUNC    GLOBAL DEFAULT    7 MPLLInit
    82: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND printf
    83: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND udelay
    84: 0000000000000000  2504 FUNC    GLOBAL DEFAULT    9 vReplaceDVInit
    85: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vPhyByteIO32WriteMsk
    86: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vSetRank
    87: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vIO32WriteMsk
    88: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND GetDramcBroadcast
    89: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND DramcBroadcastOnOff
    90: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND is_ddr3_family
    91: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND is_ddr4_family
    92: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vPhyByteIO32WriteMsk_All
    93: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vPhyByteWriteFldAlign
    94: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vIO32WriteMsk_All
    95: 0000000000000000   156 FUNC    GLOBAL DEFAULT   11 DramcInit_DutyCalibration
    96: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vGetPHY2ChannelMapping
    97: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND CKE_FIX_ON
    98: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vSetPHY2ChannelMapping
    99: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND DramcNewDutyCalibration
   100: 0000000000000000    72 FUNC    GLOBAL DEFAULT   13 DV_InitialSettings
   101: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND ANA_init
   102: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND DIG_STATIC_SETTING
   103: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND DIG_CONFIG_SHUF
   104: 0000000000000000    64 FUNC    GLOBAL DEFAULT   15 SA_InitialSettings2
   105: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND DdrUpdateACTiming
   106: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND memset
   107: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vBeforeCalibration
   108: 0000000000000000     8 FUNC    GLOBAL DEFAULT   17 DramcInit
   109: 0000000000000000     8 FUNC    GLOBAL DEFAULT   18 SetCKE2RankIndependent
   110: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT  UND vCKERankCtrl
   111: 0000000000000000   104 FUNC    GLOBAL DEFAULT   20 DramcHWGatingOnOff
   112: 0000000000000000   332 FUNC    GLOBAL DEFAULT   22 Enable_ClkTxRxLatchEn
   113: 0000000000000000    28 FUNC    GLOBAL DEFAULT   24 EnableRxDcmDPhy
   114: 0000000000000000  1260 FUNC    GLOBAL DEFAULT   26 EnableDramcPhyDCMNonShuffle
